date,fraction year,station,Sum of Abif_biomass,Sum of Acla_biomass,Sum of Cfin_biomass,Sum of Centro_biomass,Sum of Para_biomass,Sum of Pseudo_biomass,Sum of Temora_biomass
2009-06-08,2009.44,SLÄGGÖ,0,826,2 507,0,668,52,873
2009-06-08,2009.44,Å17,0,900,89 330,0,2 054,16,1 276
2009-06-29,2009.49,SLÄGGÖ,0,14 364,44 644,0,33 111,390,9 728
2009-06-29,2009.49,Å17,651,541,35 218,435,16 000,201,0
2009-07-27,2009.57,SLÄGGÖ,1 151,6 520,8 180,343,31 220,0,1 890
2009-07-27,2009.57,Å17,0,0,55 573,0,2 947,0,0
2009-08-22,2009.64,SLÄGGÖ,50,1 217,198,0,9 618,21,0
2009-08-22,2009.64,Å17,0,0,19 831,0,4 232,0,0
2009-09-14,2009.70,SLÄGGÖ,0,1 332,646,0,3 432,75,0
2009-09-14,2009.70,Å17,0,492,0,0,29 571,401,2 290
2009-10-07,2009.77,Å17,0,58,3 870,0,2 584,17,24
2009-10-08,2009.77,SLÄGGÖ,0,205,0,0,3 747,11,129
2009-11-09,2009.86,SLÄGGÖ,0,0,0,13,2 836,5,490
2009-12-10,2009.94,SLÄGGÖ,0,791,0,30,2 078,106,1 287
2009-12-10,2009.94,Å17,397,123,0,0,7 933,0,983
2010-01-17,2010.05,SLÄGGÖ,0,1 580,0,0,214,40,2 440
2010-01-17,2010.05,Å17,0,658,1 436,12,593,84,663
2010-03-19,2010.21,SLÄGGÖ,0,92,2 918,9,644,372,1 167
2010-03-19,2010.21,Å17,6,350,5 252,2,183,177,1 030
2010-04-12,2010.28,SLÄGGÖ,201,1 908,8 454,35,610,2 931,2 249
2010-05-03,2010.34,SLÄGGÖ,0,951,3 751,0,0,554,460
2010-05-03,2010.34,Å17,0,52,27 888,0,12,167,43
2010-05-31,2010.41,SLÄGGÖ,0,7 114,4 999,97,0,471,1 521
2010-05-31,2010.41,Å17,0,52,27 888,0,12,167,43
2010-06-28,2010.49,SLÄGGÖ,0,39 278,7 166,0,5 463,1 798,12 106
2010-06-28,2010.49,Å17,0,0,52 799,0,1 510,171,607
2010-07-19,2010.55,SLÄGGÖ,0,10 256,0,149,21 718,2 070,8 723
2010-07-19,2010.55,Å17,0,0,84 950,0,22 917,329,528
2010-08-16,2010.62,SLÄGGÖ,173,6 942,15 919,0,33 322,372,0
2010-08-16,2010.62,Å17,0,1 109,41 490,0,73 670,598,0
2010-09-13,2010.70,SLÄGGÖ,0,1 119,7 604,0,17 079,92,211
2010-09-13,2010.70,Å17,0,239,7 029,0,16 654,105,166
2010-10-07,2010.77,SLÄGGÖ,52,621,83,0,3 975,89,118
2010-11-08,2010.85,SLÄGGÖ,0,2 422,0,0,8 411,26,656
2010-11-08,2010.85,Å17,0,86,4 112,0,2 451,56,12
2010-12-07,2010.93,SLÄGGÖ,0,1 102,0,0,739,143,238
2010-12-07,2010.93,Å17,134,434,1 996,0,876,36,20
2011-01-10,2011.03,SLÄGGÖ,0,0,0,0,626,668,2 344
2011-03-07,2011.18,SLÄGGÖ,0,1 744,0,0,474,1 465,3 971
2011-03-07,2011.18,Å17,6,68,4 108,0,127,168,55
2011-04-13,2011.28,SLÄGGÖ,0,1 842,5 019,43,0,2 489,5 336
2011-04-13,2011.28,Å17,0,0,26 378,0,542,267,1 293
2011-07-10,2011.52,SLÄGGÖ,6 524,0,78 008,211,57 859,1 703,20 209
2011-07-10,2011.52,Å17,0,0,42 135,0,6 310,721,4 038
2011-08-06,2011.60,SLÄGGÖ,0,644,0,0,39 125,125,1 410
2011-08-07,2011.60,Å17,0,0,7 166,0,55 218,256,0
2011-09-18,2011.72,Å17,0,1 420,0,0,9 345,2 046,2 452
2011-10-14,2011.79,SLÄGGÖ,0,1 710,0,0,4 745,529,2 450
2011-10-14,2011.79,Å17,0,348,7 189,0,9 931,85,0
2011-11-15,2011.87,SLÄGGÖ,0,710,0,0,16 489,558,1 277
2011-11-15,2011.87,Å17,0,0,938,3,598,30,0
2012-01-09,2012.02,SLÄGGÖ,0,123,882,0,0,378,0
2012-02-28,2012.16,SLÄGGÖ,0,0,153,0,424,517,737
2012-02-28,2012.16,Å17,0,0,8 911,0,543,359,262
2012-03-20,2012.22,SLÄGGÖ,0,341,11 046,0,0,998,1 655
2012-04-10,2012.28,SLÄGGÖ,0,956,103 168,76,4 069,2 757,0
2012-04-11,2012.28,Å17,0,0,60 743,0,329,87,0
2012-05-09,2012.36,SLÄGGÖ,6,130,3 583,0,0,6 658,0
2012-07-09,2012.52,SLÄGGÖ,201,2 203,0,2 866,36 674,2 698,0
2012-07-09,2012.52,Å17,0,3 214,30 305,517,14 308,338,0
2012-08-22,2012.64,SLÄGGÖ,0,2 403,2 531,0,34 621,28,1 392
2012-10-16,2012.79,SLÄGGÖ,0,21 384,0,0,64 824,1 525,3 744
2012-12-19,2012.97,SLÄGGÖ,0,0,0,0,18 100,639,3 196
2012-12-19,2012.97,Å17,0,369,965,0,7 210,253,0
2013-01-28,2013.08,SLÄGGÖ,0,478,0,257,6 187,1 800,2 810
2013-02-26,2013.16,SLÄGGÖ,402,0,0,435,15 461,9 958,2 057
2013-02-26,2013.16,Å17,0,0,4 433,0,1 696,208,573
2013-03-25,2013.23,SLÄGGÖ,0,0,0,0,882,2 144,1 568
2013-03-25,2013.23,Å17,0,0,0,0,814,1 355,763
2013-04-06,2013.26,SLÄGGÖ,0,0,0,0,0,363,8
2013-04-06,2013.26,Å17,0,0,3 188,0,204,2 529,2 573
2013-05-24,2013.39,SLÄGGÖ,0,0,0,0,0,18 095,1 471
2013-05-24,2013.39,Å17,0,246,37 960,0,407,303,7 950
2013-06-26,2013.48,Å17,0,0,0,0,540,73,4 722
2013-07-30,2013.58,SLÄGGÖ,0,654,21 857,0,180 680,100,2 091
2013-07-30,2013.58,Å17,0,0,33 127,0,18 896,75,0
2013-08-12,2013.61,SLÄGGÖ,0,1 019,16 001,10,93 837,100,1 079
2013-09-22,2013.73,SLÄGGÖ,0,2 582,37 275,10,11 194,388,0
2013-09-22,2013.73,Å17,0,61,24 303,0,6 250,85,133
2013-10-06,2013.76,SLÄGGÖ,0,1 744,2 227,0,44 388,519,0
2013-10-06,2013.76,Å17,0,246,44 774,0,7 224,175,0
2013-11-22,2013.89,SLÄGGÖ,0,999,0,11,2 546,83,266
2013-11-22,2013.89,Å17,0,391,0,0,372,80,70
2013-12-15,2013.96,SLÄGGÖ,0,520,0,0,4 700,62,155
2014-02-08,2014.11,SLÄGGÖ,0,0,0,65,11 571,85,3 052
2014-02-28,2014.16,SLÄGGÖ,0,0,0,0,2 933,1 196,1 785
2014-02-28,2014.16,Å17,0,61,5 541,32,2 053,1 276,1 931
2014-03-21,2014.22,SLÄGGÖ,0,0,0,5,1 588,300,3 499
2014-04-23,2014.31,SLÄGGÖ,0,1 806,33 843,22,1 209,835,66
2014-04-29,2014.33,Å17,0,0,63 881,0,3 473,803,776
2014-07-11,2014.53,SLÄGGÖ,0,2 255,13 829,109,51 348,658,1 746
2014-07-11,2014.53,Å17,0,0,21 087,0,27 573,401,5 646
2014-08-05,2014.59,SLÄGGÖ,0,1 420,3 448,22,32 694,130,1 388
2014-08-05,2014.59,Å17,0,618,36 419,0,13 823,100,0
2014-09-05,2014.68,SLÄGGÖ,0,1 224,3 694,0,2 069,0,104
2014-10-24,2014.81,SLÄGGÖ,46,0,0,0,2 730,0,45
2015-02-18,2015.13,SLÄGGÖ,0,0,0,19,1 332,6,270
2015-03-20,2015.22,SLÄGGÖ,502,307,1 836,26,4 614,684,4 271
2015-03-20,2015.22,Å17,0,0,30 110,0,233,469,291
2015-04-23,2015.31,Å17,0,1 235,23 530,0,2 746,987,777
2015-04-24,2015.31,SLÄGGÖ,402,1 364,7 616,528,7 054,1 372,15 061
2015-06-15,2015.45,SLÄGGÖ,0,15 057,0,704,2 360,1 472,580
2015-06-15,2015.45,Å17,0,14 112,33 198,129,3 597,11 395,11 389
2015-07-24,2015.56,SLÄGGÖ,1 206,4 472,3 837,282,14 428,4 305,2 229
2015-07-24,2015.56,Å17,0,1 364,4 000,76,5 757,7 057,3 399
2015-09-04,2015.68,SLÄGGÖ,0,0,1 931,0,42 961,937,742
2015-09-04,2015.68,Å17,0,492,2 176,0,6 630,305,0
2015-10-16,2015.79,SLÄGGÖ,0,479,554,0,1 155,71,42
2015-10-16,2015.79,Å17,0,161,5 257,46,13 367,1 369,0
2015-11-13,2015.87,Å17,0,44,336,0,466,43,421
2016-01-11,2016.03,SLÄGGÖ,25,348,17,39,1 132,123,763
2016-01-11,2016.03,Å17,13,554,286,54,511,211,322
2016-03-19,2016.22,SLÄGGÖ,1 416,0,988,288,453,144,3 880
2016-03-19,2016.22,Å17,0,0,10 657,0,2 182,167,0
2016-04-22,2016.31,SLÄGGÖ,5 811,3 108,14 425,243,6 547,472,28 108
2016-05-19,2016.38,Å17,0,232,30 002,0,785,1 465,1 829
2016-05-20,2016.39,SLÄGGÖ,0,382,441,10,203,151,329
2016-06-16,2016.46,Å17,365,0,25 808,76,1 604,419,3 886
2016-06-17,2016.46,SLÄGGÖ,7 801,1 610,10 697,288,1 507,547,4 178
2016-07-24,2016.56,SLÄGGÖ,0,8 596,10 636,65,14 857,165,3 356
2016-07-24,2016.56,Å17,0,0,1 585,0,10 877,298,4 421
2016-08-25,2016.65,Å17,0,10 526,8 638,0,32 653,1 096,0
2016-08-26,2016.65,SLÄGGÖ,0,2 987,2 886,0,5 592,12,0
2016-09-15,2016.71,Å17,0,457,10 998,0,1 588,25,0
2016-09-16,2016.71,SLÄGGÖ,0,712,0,42,6 369,1,104
2016-10-13,2016.79,Å17,0,0,9 667,0,1 869,14,0
2016-10-14,2016.79,SLÄGGÖ,0,61,83,8,1 874,10,0
2016-12-11,2016.95,SLÄGGÖ,0,141,0,0,3 000,17,53
2016-12-11,2016.95,Å17,0,92,1 017,0,240,23,87
2017-02-13,2017.12,SLÄGGÖ,0,1 747,0,197,1 797,288,29 890
2017-02-13,2017.12,Å17,0,54,3 773,19,887,61,419
2017-03-12,2017.19,SLÄGGÖ,96,116,1 303,46,527,194,3 411
2017-03-12,2017.19,Å17,0,61,7 218,0,639,156,355
2017-05-19,2017.38,Å17,0,246,19 284,0,2 189,1 547,1 112
2017-05-20,2017.38,SLÄGGÖ,0,23 065,56 428,1 033,1 630,12 559,198
2017-06-18,2017.46,SLÄGGÖ,0,13 444,3 583,411,7 557,3 400,8 983
2017-06-18,2017.46,Å17,0,601,11 771,144,5 108,884,977
2017-07-14,2017.53,SLÄGGÖ,0,2 867,667,65,22 281,1 183,2 123
2017-07-14,2017.53,Å17,0,984,9 418,76,16 191,1 574,168
2017-09-17,2017.71,Å17,0,123,8 422,0,1 305,0,0
2017-09-18,2017.72,SLÄGGÖ,0,492,0,0,7 232,32,0
2017-10-11,2017.78,SLÄGGÖ,0,0,3 583,153,2 023,401,0
2017-10-11,2017.78,Å17,0,0,2 784,263,119 328,1 275,3 013
2017-12-19,2017.97,SLÄGGÖ,0,355,0,39,4 021,269,310
2017-12-19,2017.97,Å17,0,31,441,0,2 789,42,0
2018-03-19,2018.21,SLÄGGÖ,0,0,35,156,1 084,1 595,1 297
2018-04-15,2018.29,SLÄGGÖ,0,0,1 574,176,2 170,9 005,3 460
2018-04-16,2018.29,Å17,0,0,2 843,0,32,1 636,1 066
2018-05-26,2018.40,SLÄGGÖ,0,2 292,0,1 057,2 526,4 921,1 772
2018-05-27,2018.40,Å17,0,984,7 110,191,1 085,4 070,4 999
2018-09-19,2018.72,SLÄGGÖ,0,0,6 895,0,0,0,0
2018-09-24,2018.73,SLÄGGÖ,173,15,35,13,3 114,48,179
2018-09-24,2018.73,Å17,0,0,3 980,0,774,50,0
2018-10-10,2018.78,SLÄGGÖ,0,0,1 287,0,533,44,0
2018-10-18,2018.80,SLÄGGÖ,0,665,16 477,0,6 637,93,52
2018-10-18,2018.80,Å17,0,0,7 587,0,11 236,45,0
2018-11-07,2018.85,BROA,0,176,0,123,2 344,0,0
2018-11-12,2018.87,SLÄGGÖ,0,300,882,0,5 241,119,12
2018-11-12,2018.87,Å17,0,15,441,0,2 412,16,88
2018-12-08,2018.94,SLÄGGÖ,50,0,0,0,7 644,30,511
2018-12-08,2018.94,Å17,0,92,899,0,448,134,763
2018-12-10,2018.94,SLÄGGÖ,0,0,0,0,4 077,15,224
2018-12-19,2018.97,SLÄGGÖ,0,530,0,0,2 694,44,303
2019-01-15,2019.04,Å17,0,5,0,0,69,1,24
2019-01-22,2019.06,SLÄGGÖ,0,384,539,0,854,174,1 541
2019-01-28,2019.08,SLÄGGÖ,0,115,394,0,546,63,2 568
2019-02-04,2019.10,SLÄGGÖ,0,389,291,67,212,150,4 895
2019-02-20,2019.14,SLÄGGÖ,0,183,0,47,1 404,266,8 675
2019-02-21,2019.14,SLÄGGÖ,0,520,568,0,1 196,191,3 485
2019-02-21,2019.14,Å17,0,65,0,0,391,48,172
2019-03-07,2019.18,SLÄGGÖ,0,255,1 314,23,771,89,2 154
2019-03-19,2019.21,SLÄGGÖ,0,627,738,68,2 855,501,3 236
2019-04-08,2019.27,Å17,0,680,0,0,472,65,1 424
2019-04-10,2019.27,BROA,0,3 372,21 823,80,1 341,0,6 521
2019-04-10,2019.27,BROA E,0,3 372,21 823,80,1 341,0,6 521
2019-04-23,2019.31,SLÄGGÖ,0,3 417,1 566,7,1 729,0,546
2019-04-29,2019.33,BROA,0,1 690,9 869,81,2 011,293,3 459
2019-04-29,2019.33,BROA E,0,1 690,9 869,81,2 011,293,3 459
2019-05-12,2019.36,Å17,0,339,64 824,0,581,153,458
2019-05-14,2019.37,SLÄGGÖ,0,875,0,0,903,42,593
2019-05-15,2019.37,BROA,0,1 488,289,87,0,469,1 279
2019-05-15,2019.37,BROA E,0,1 488,289,87,0,469,1 279
2019-05-16,2019.37,SLÄGGÖ,0,1 308,104,0,0,81,784
2019-06-03,2019.42,SLÄGGÖ,0,12 316,364,0,2 657,278,707
2019-06-13,2019.45,SLÄGGÖ,0,10 648,0,0,8 644,39,4 260
2019-06-13,2019.45,Å17,0,1 314,0,0,2 214,494,4 309
2019-07-11,2019.53,SLÄGGÖ,0,15 038,3 468,407,23 043,2 622,9 241
2019-07-16,2019.54,SLÄGGÖ,0,7 487,0,0,30 067,3 039,2 778
2019-07-16,2019.54,Å17,0,300,0,0,6 795,1 201,1 524
2019-07-24,2019.56,SLÄGGÖ,0,3 675,2 278,236,30 780,548,131
2019-08-09,2019.61,BROA,0,901,766,0,26 313,1 330,8 072
2019-08-09,2019.61,BROA E,0,901,766,0,26 313,1 330,8 072
2019-08-20,2019.64,Å17,0,540,0,0,6 074,770,1 040
2019-08-22,2019.64,SLÄGGÖ,0,2 791,0,0,22 710,121,635
2019-08-27,2019.65,BROA,0,509,799,78,7 070,258,0
2019-08-27,2019.65,BROA E,0,509,799,78,7 070,258,0
2019-08-29,2019.66,SLÄGGÖ,0,1 180,331,0,4 860,39,33
2019-09-11,2019.70,SLÄGGÖ,0,1 594,2 920,0,5 782,0,100
2019-09-18,2019.72,SLÄGGÖ,0,212,498,0,4 553,0,97
2019-09-25,2019.73,BROA,0,96,2 576,0,4 122,78,448
2019-09-25,2019.73,BROA E,0,96,2 576,0,4 122,78,448
2019-10-07,2019.77,BROA,0,705,1 858,0,31 191,255,703
2019-10-07,2019.77,BROA E,0,705,1 858,0,31 191,255,703
2019-10-08,2019.77,SLÄGGÖ,0,598,442,0,10 201,1 226,729
2019-10-17,2019.79,Å17,0,195,0,0,3 058,0,559
2019-10-21,2019.81,BROA,0,708,1 847,0,18 190,174,779
2019-10-21,2019.81,BROA E,0,708,1 847,0,18 190,174,779
2019-10-22,2019.81,SLÄGGÖ,0,780,814,0,9 233,334,815
2019-10-28,2019.82,SLÄGGÖ,0,404,279,0,2 687,112,106
2019-11-05,2019.85,SLÄGGÖ,0,302,249,0,4 581,0,398
2019-11-07,2019.85,BROA,0,787,475,0,11 592,686,1 017
2019-11-07,2019.85,BROA E,0,787,475,0,11 592,686,1 017
2019-11-14,2019.87,SLÄGGÖ,0,312,0,0,12 824,210,820
2019-11-19,2019.88,SLÄGGÖ,0,81,39,0,18 761,513,0
2019-11-20,2019.89,BROA,0,413,131,0,12 742,361,208
2019-11-20,2019.89,BROA E,0,413,131,0,12 742,361,208
2019-11-26,2019.90,SLÄGGÖ,0,284,121,0,18 867,611,95
2019-12-02,2019.92,SLÄGGÖ,0,40,39,0,3 391,170,568
2019-12-15,2019.96,Å17,0,64,0,0,3 483,83,2 188
2019-12-16,2019.96,SLÄGGÖ,0,426,0,0,1 947,39,212
2019-12-17,2019.96,SLÄGGÖ,0,70,50,0,1 498,89,236
2020-01-07,2020.02,SLÄGGÖ,0,229,0,0,1 577,50,333
2020-01-28,2020.08,SLÄGGÖ,0,93,45,10,1 948,60,2 266
2020-02-03,2020.09,BROA,0,22,149,24,3 136,64,3 405
2020-02-03,2020.09,BROA E,0,22,149,24,3 136,64,3 405
2020-02-04,2020.10,SLÄGGÖ,0,176,0,0,880,12,1 036
2020-02-06,2020.10,SLÄGGÖ,0,67,0,0,383,100,360
2020-02-06,2020.10,Å17,0,29,0,0,50,38,7
2020-02-19,2020.14,SLÄGGÖ,0,115,21,71,1 193,133,1 388
2020-02-27,2020.16,BROA,0,940,120,68,2 112,150,1 687
2020-02-27,2020.16,BROA E,0,940,120,68,2 112,150,1 687
2020-03-09,2020.19,SLÄGGÖ,0,166,0,0,1 607,149,729
2020-03-17,2020.21,SLÄGGÖ,0,760,0,0,90,279,1 221
2020-03-27,2020.24,SLÄGGÖ,0,329,0,0,800,180,674
2020-04-07,2020.27,SLÄGGÖ,0,2 131,10 304,58,0,1 175,11 753
2020-04-14,2020.29,SLÄGGÖ,0,4 168,0,0,998,3 641,13 695
2020-04-20,2020.30,BROA,0,2 456,1 798,110,821,2 101,20 928
2020-04-20,2020.30,BROA E,0,2 456,1 798,110,821,2 101,20 928
2020-04-21,2020.31,SLÄGGÖ,0,5 169,363,50,891,1 654,25 102
2020-05-04,2020.34,SLÄGGÖ,0,1 185,495,258,348,345,906
2020-05-12,2020.36,SLÄGGÖ,0,3 738,0,0,50,1 603,1 754
2020-05-13,2020.37,Å17,0,897,0,924,3 713,2 012,19 551
2020-05-18,2020.38,SLÄGGÖ,0,1 076,62,54,271,175,1 195
2020-05-26,2020.40,BROA,0,4 186,0,0,1 416,13 884,14 298
2020-05-26,2020.40,BROA E,0,4 186,0,0,1 416,13 884,14 298
2020-06-04,2020.43,SLÄGGÖ,0,14 647,0,0,8 138,3 234,3 884
2020-06-04,2020.43,Å17,0,1 254,0,0,1 374,1 723,9 311
2020-07-07,2020.52,SLÄGGÖ,0,19 463,0,0,37 177,910,1 956
2020-07-07,2020.52,Å17,0,685,0,0,1 538,510,2 778
2020-08-16,2020.63,SLÄGGÖ,0,1 501,0,0,10 673,397,217
2020-08-16,2020.63,Å17,0,1 888,0,0,2 624,50,58
2020-08-26,2020.65,Å17,0,262,0,0,4 405,72,290
2020-09-07,2020.69,SLÄGGÖ,0,1 092,0,0,5 815,115,109
2020-09-16,2020.71,SLÄGGÖ,0,1 738,0,0,9 168,291,349
2020-09-28,2020.75,SLÄGGÖ,0,145,487,0,2 077,25,71
2020-10-13,2020.79,BROA,0,728,1 248,0,3 360,0,128
2020-10-13,2020.79,BROA E,0,728,1 248,0,3 360,0,128
2020-10-14,2020.79,SLÄGGÖ,0,615,0,0,1 423,14,203
2020-10-21,2020.81,SLÄGGÖ,0,425,0,0,2 150,88,14
2020-10-21,2020.81,Å17,0,59,0,0,4 250,83,569
2020-10-26,2020.82,SLÄGGÖ,0,508,0,0,3 911,0,0
2020-11-12,2020.87,SLÄGGÖ,0,764,0,0,3 587,19,113
2020-11-12,2020.87,Å17,0,704,0,0,26 788,0,1 789
2020-11-26,2020.91,SLÄGGÖ,0,191,0,0,1 130,0,203
2020-11-27,2020.91,BROA,0,403,255,0,2 971,83,394
2020-11-27,2020.91,BROA E,0,403,255,0,2 971,83,394
2020-12-02,2020.92,SLÄGGÖ,0,382,0,0,2 261,0,406
2020-12-14,2020.96,BROA,0,806,459,0,16 436,145,705
2020-12-14,2020.96,BROA E,0,806,459,0,16 436,145,705
2020-12-14,2020.96,SLÄGGÖ,0,344,0,0,3 439,45,681
2020-12-16,2020.96,SLÄGGÖ,0,404,0,0,3 802,44,361
2021-01-12,2021.03,SLÄGGÖ,0,177,0,19,1 092,18,135
2021-01-15,2021.04,BROA E,0,54,87,8,1 013,54,51
2021-01-25,2021.07,SLÄGGÖ,0,117,0,13,895,17,81
2021-02-16,2021.13,BROA E,0,342,0,0,1 484,319,1 267
2021-02-18,2021.13,SLÄGGÖ,0,168,0,14,825,188,1 556
2021-03-01,2021.16,SLÄGGÖ,0,175,0,26,266,38,260
2021-03-08,2021.18,BROA E,0,175,0,0,28,156,2 183
2021-03-09,2021.19,SLÄGGÖ,0,394,0,21,194,52,537
2021-03-23,2021.22,SLÄGGÖ,0,0,69,0,202,170,1 339
2021-04-14,2021.28,SLÄGGÖ,0,395,56,9,38,42,955
2021-04-15,2021.29,BROA E,0,929,2 164,0,0,113,1 664
2021-04-27,2021.32,SLÄGGÖ,0,85,57,0,8,131,1 045
2021-05-10,2021.36,SLÄGGÖ,0,107,91,0,0,61,694
2021-05-26,2021.40,BROA E,0,2 656,0,186,75,239,165
2021-05-27,2021.40,SLÄGGÖ,0,1 878,0,50,0,173,1 388
2021-06-23,2021.48,BROA E,0,2 508,0,55,1 058,273,1 450
2021-06-24,2021.48,SLÄGGÖ,0,3 111,0,30,2 380,257,208
2021-06-29,2021.49,SLÄGGÖ,0,2 154,0,41,4 741,264,1 310
2021-07-06,2021.51,BROA E,0,733,0,28,3 037,86,156
2021-07-08,2021.52,SLÄGGÖ,0,419,0,25,7 867,281,473
2021-07-13,2021.53,SLÄGGÖ,0,3 676,0,0,5 412,369,3 474
2021-07-13,2021.53,Å17,0,327,0,0,2 607,266,1 900
2021-08-03,2021.59,SLÄGGÖ,0,248,0,0,2 655,111,390
2021-08-04,2021.59,BROA E,0,633,0,0,16 226,515,277
2021-08-16,2021.62,SLÄGGÖ,0,1 902,0,0,600,61,89
2021-08-30,2021.66,SLÄGGÖ,0,3 644,0,0,323,0,61
2021-09-01,2021.67,BROA E,0,8 020,0,0,1 450,127,32
2021-09-09,2021.69,SLÄGGÖ,0,358,0,0,106,1,0
2021-09-20,2021.72,SLÄGGÖ,0,690,0,0,3 446,73,123
2021-10-05,2021.76,SLÄGGÖ,0,397,0,0,1 401,53,80
2021-10-18,2021.80,BROA E,0,798,0,0,3 530,526,926
2021-10-19,2021.80,SLÄGGÖ,0,486,0,0,1 095,40,44
2021-11-03,2021.84,SLÄGGÖ,0,490,0,0,9 801,449,0
2021-11-04,2021.84,BROA E,0,659,0,0,7 692,155,113
2021-11-16,2021.88,SLÄGGÖ,0,406,0,0,4 749,44,0
2021-12-02,2021.92,SLÄGGÖ,0,132,0,0,1 534,8,12
2021-12-13,2021.95,SLÄGGÖ,0,209,0,0,1 830,59,41
2021-12-21,2021.97,BROA E,0,0,0,0,2 049,61,75
2022-01-10,2022.03,SLÄGGÖ,0,178,36,0,2 423,107,606
2022-01-10,2022.03,Å17,0,28,373,0,3 364,35,0
2022-01-25,2022.07,SLÄGGÖ,0,97,433,0,944,36,270
2022-02-01,2022.09,SLÄGGÖ,0,43,17,3,472,34,257
2022-02-08,2022.11,SLÄGGÖ,0,374,10 544,0,2 344,40,1 143
2022-02-08,2022.11,Å17,0,28,1 754,0,38,5,11
2022-02-17,2022.13,SLÄGGÖ,0,40,1 316,0,478,20,119
2022-03-01,2022.16,SLÄGGÖ,0,104,863,14,463,246,304
2022-03-02,2022.17,BROA E,0,186,69,4,313,203,342
2022-03-07,2022.18,SLÄGGÖ,0,479,1 983,22,505,421,137
2022-03-14,2022.20,BROA E,0,589,104,35,510,515,824
2022-03-22,2022.22,SLÄGGÖ,0,2 264,1 018,132,1 186,5 139,2 874
2022-03-22,2022.22,Å17,0,50,2 558,0,98,36,24
2022-03-29,2022.24,SLÄGGÖ,0,1 191,144,0,704,1 541,848
2022-03-30,2022.24,BROA E,0,946,115,0,626,1 127,1 689
2022-04-12,2022.28,SLÄGGÖ,0,3 182,0,0,887,2 171,2 437
2022-04-20,2022.30,SLÄGGÖ,0,6 257,511,771,305,12 784,10 762
2022-04-20,2022.30,Å17,0,894,4 619,38,4 824,167,0
2022-04-26,2022.32,SLÄGGÖ,0,3 616,108,63,4 294,4 069,1 880
2022-04-27,2022.32,BROA E,0,1 194,1 212,0,150,3 253,1 272
