term,estimate,std.error,conf.low,conf.high,species
year_f2016,0.04035823863632334,0.03948124099629662,-0.037023571781364305,0.11774004905401098,Crystallogobius linearis
year_f2017,-0.08057445362466349,0.03965465589382318,-0.1582961509958859,-0.0028527562534410994,Crystallogobius linearis
year_f2018,-0.03349640416301232,0.039211224598792595,-0.11034899216635682,0.043356183840332185,Crystallogobius linearis
year_f2019,-0.04738482858934046,0.037530605563418806,-0.12094346381161988,0.026173806632938966,Crystallogobius linearis
year_f2020,-0.1630292346320889,0.03871316729568058,-0.23890564825909671,-0.08715282100508111,Crystallogobius linearis
year_f2021,-0.14566755445227983,0.038645594570573455,-0.22141152797174043,-0.06992358093281922,Crystallogobius linearis
year_f2022,0.0069379465977690725,0.04006624758627037,-0.07159045566698571,0.08546634886252386,Crystallogobius linearis
year_f2023,-0.06589987283441918,0.03798935786351166,-0.1403576460427055,0.008557900373867139,Crystallogobius linearis
year_f2024,-0.03865885233430547,0.04063258082803746,-0.11829724735617156,0.04097954268756062,Crystallogobius linearis
yday_ct,0.003358107177314729,8.161233636233723e-4,0.001758534777671233,0.004957679576958225,Crystallogobius linearis
(Intercept),2.4782434252524363,0.06371778920858098,2.3533588532291025,2.60312799727577,Pholis gunnellus
temp_sc,-0.0031465140684530527,0.021290579209763048,-0.044875282529585864,0.03858225439267976,Pholis gunnellus
chl_sc,0.09962747338722154,0.017008477040093235,0.06629147095676238,0.1329634758176807,Pholis gunnellus
year_f1994,-0.04594501136626978,0.0800126858040409,-0.20276699384850916,0.11087697111596961,Pholis gunnellus
year_f1995,-0.026240075948674484,0.08130029303377277,-0.18558572222742173,0.13310557033007278,Pholis gunnellus
year_f1996,-0.022316273555131775,0.08815669454923322,-0.19510021986772735,0.1504676727574638,Pholis gunnellus
year_f1997,-0.013839998549663236,0.09634580869678301,-0.2026743136567438,0.17499431655741735,Pholis gunnellus
year_f1998,0.14950621461291738,0.07670546938060965,-8.337427903173933e-4,0.29984617201615216,Pholis gunnellus
year_f1999,0.08349558692752376,0.08311056979151452,-0.07939813659844724,0.24638931045349477,Pholis gunnellus
year_f2001,0.2265374470162625,0.0832304593406661,0.06340874429183163,0.38966614974069336,Pholis gunnellus
year_f2002,-0.05611170061744544,0.08305287534021497,-0.21889234509676153,0.10666894386187065,Pholis gunnellus
year_f2003,-0.06698132238676334,0.07516402502953348,-0.21430010437771613,0.08033745960418943,Pholis gunnellus
year_f2004,0.11302779381923096,0.0733892179903212,-0.030812430295357587,0.2568680179338195,Pholis gunnellus
year_f2005,0.03605913217827737,0.07553606347048275,-0.11198883175780038,0.1841070961143551,Pholis gunnellus
year_f2006,0.23238579022996547,0.07001127542522076,0.09516621188481866,0.3696053685751123,Pholis gunnellus
year_f2007,-0.16005352100853779,0.0775609994153281,-0.312070286467513,-0.008036755549562569,Pholis gunnellus
year_f2008,-0.04750932058949208,0.08045010445767153,-0.2051886278790135,0.11016998670002934,Pholis gunnellus
year_f2009,0.07974053366685643,0.0729837570739489,-0.06330500165450378,0.22278606898821665,Pholis gunnellus
year_f2010,0.1120165636770734,0.07513510749702136,-0.035245540991633836,0.2592786683457806,Pholis gunnellus
year_f2012,0.0021020569374317916,0.08820277846311102,-0.1707722121866309,0.1749763260614945,Pholis gunnellus
year_f2013,0.1732404474715734,0.07994779115403243,0.016545656166139955,0.32993523877700687,Pholis gunnellus
year_f2014,-0.03162160392895312,0.09174370917202734,-0.21143596971424372,0.14819276185633745,Pholis gunnellus
year_f2015,-0.12683381619175396,0.07545512415434662,-0.27472314198327163,0.021055509599763683,Pholis gunnellus
year_f2016,0.1482185807222959,0.07975932555126758,-0.008106824789393813,0.3045439862339856,Pholis gunnellus
year_f2017,-0.06602767824059848,0.08209533889580332,-0.22693158577498318,0.09487622929378624,Pholis gunnellus
year_f2018,0.15529995761824134,0.08359925163399787,-0.008551564718895704,0.3191514799553784,Pholis gunnellus
year_f2019,0.12218446836471622,0.0754275742030118,-0.025650860514409346,0.2700197972438418,Pholis gunnellus
year_f2020,-0.08595261526150981,0.07943306342457389,-0.24163855875536044,0.06973332823234081,Pholis gunnellus
year_f2021,0.012732301773165646,0.08178675264994606,-0.14756678783321442,0.1730313913795457,Pholis gunnellus
year_f2022,-0.1887661185665644,0.08253290329626135,-0.3505276365667637,-0.027004600566365056,Pholis gunnellus
year_f2023,0.029441884969770647,0.07752483106640122,-0.12250399182792762,0.18138776176746893,Pholis gunnellus
year_f2024,-0.1432237661776504,0.09086930324427096,-0.32132432783667014,0.03487679548136935,Pholis gunnellus
yday_ct,0.004235585104015932,0.0018640688081735335,5.820773752913048e-4,0.007889092832740559,Pholis gunnellus
(Intercept),3.6617515764199977,0.042762753623349525,3.577938119438473,3.7455650334015225,Pomatoschistus sp
temp_sc,0.016175099953448017,0.01750295530597782,-0.018130062069282745,0.050480261976178775,Pomatoschistus sp
chl_sc,0.006456102491861068,0.014646438641658483,-0.022250389747565304,0.03516259473128744,Pomatoschistus sp
year_f1994,-0.010556008948392788,0.049577514434637704,-0.10772615168329733,0.08661413378651175,Pomatoschistus sp
year_f1995,-0.0737005590272635,0.05427052310820521,-0.18006882974149443,0.03266771168696744,Pomatoschistus sp
year_f1996,-0.013354683960246548,0.06547740752790093,-0.14168804451598416,0.11497867659549105,Pomatoschistus sp
year_f1997,-0.047881067420182596,0.0562251229738827,-0.15808028347532824,0.062318148634963044,Pomatoschistus sp
year_f1998,0.07246628577305492,0.053670137498686925,-0.03272525076968405,0.17765782231579388,Pomatoschistus sp
year_f1999,0.049817588784453616,0.05083182243312859,-0.04981095245301357,0.1494461300219208,Pomatoschistus sp
year_f2000,0.10155122815422886,0.05771600494529574,-0.011570062870086412,0.21467251917854413,Pomatoschistus sp
year_f2001,0.1474984337202417,0.06248321913719292,0.02503357457321974,0.26996329286726367,Pomatoschistus sp
year_f2002,-0.0016722204804413075,0.0544047749610665,-0.10830361999113815,0.10495917903025552,Pomatoschistus sp
year_f2003,0.06516968017066,0.05447141256463203,-0.04159232664304134,0.17193168698436134,Pomatoschistus sp
year_f2004,0.0785442643231332,0.05564751692616499,-0.030522864681233206,0.1876113933274996,Pomatoschistus sp
year_f2005,0.07120445743605666,0.05803202432761373,-0.042536220196018465,0.1849451350681318,Pomatoschistus sp
year_f2006,0.059145473493637093,0.0547263190231145,-0.04811614079811653,0.1664070877853907,Pomatoschistus sp
year_f2007,0.019784761375116398,0.052979368036999826,-0.08405289190109574,0.12362241465132853,Pomatoschistus sp
year_f2008,0.12333959963760233,0.06188711627554481,0.0020430806304919252,0.24463611864471274,Pomatoschistus sp
year_f2009,0.0899859276933395,0.06085284382038932,-0.029283454551464333,0.20925530993814334,Pomatoschistus sp
year_f2010,0.11580312207962697,0.06851026087671915,-0.018474521810186037,0.25008076596943996,Pomatoschistus sp
year_f2012,0.022226249806398042,0.0637507530912542,-0.1027229302397657,0.14717542985256177,Pomatoschistus sp
year_f2013,0.08772770605783119,0.06341266284236627,-0.036558829276988,0.21201424139265038,Pomatoschistus sp
year_f2014,0.0921386019648068,0.06579118261054753,-0.03680974645216423,0.22108695038177784,Pomatoschistus sp
year_f2015,0.049496986313950636,0.056022886496132226,-0.06030585352844385,0.15929982615634514,Pomatoschistus sp
year_f2016,0.10180008301320197,0.06617474100463785,-0.027900026042154122,0.23150019206855804,Pomatoschistus sp
year_f2017,0.014089068517716482,0.06066994346397615,-0.104821835615758,0.13299997265119096,Pomatoschistus sp
year_f2019,0.04399310047021329,0.059486593426384876,-0.07259848020847817,0.16058468114890476,Pomatoschistus sp
year_f2022,-0.06232336143380862,0.06457451680230783,-0.18888708868540852,0.06424036581779127,Pomatoschistus sp
yday_ct,0.0017950865933280252,0.0014347170427373493,-0.0010169071384429924,0.004607080325099043,Pomatoschistus sp
(Intercept),3.6450006791685734,0.12505066034910872,3.3999058886413693,3.8900954696957775,Ammodytidae
temp_sc,-0.012533341989987718,0.032806100636943364,-0.07683211771159322,0.05176543373161778,Ammodytidae
chl_sc,0.03718408744504691,0.0281981137785305,-0.018083199992835523,0.09245137488292934,Ammodytidae
year_f1994,-0.10552571986250361,0.15866057120005464,-0.4164947251811636,0.20544328545615634,Ammodytidae
year_f1995,0.036422095537139335,0.1703517355335966,-0.2974611708126021,0.37030536188688074,Ammodytidae
year_f1997,-0.2414189973603609,0.201054455024019,-0.6354784881387662,0.1526404934180444,Ammodytidae
year_f1998,-0.1316028563753758,0.16749005913628903,-0.459877340050986,0.19667162730023444,Ammodytidae
year_f1999,-0.04092080880982738,0.17031539624946843,-0.37473285147145363,0.2928912338517988,Ammodytidae
year_f2000,-0.48080115010772406,0.18147518966684156,-0.8364859859423088,-0.1251163142731393,Ammodytidae
year_f2001,-0.0748942451810932,0.18250110658105595,-0.4325898412186686,0.28280135085648217,Ammodytidae
year_f2002,-0.14881287008893768,0.16650089606795104,-0.4751486297757683,0.17752288959789297,Ammodytidae
year_f2003,-0.27625377534915735,0.16509059866333567,-0.5998254029154515,0.04731785221713686,Ammodytidae
year_f2004,-0.221473331885846,0.1593828284461766,-0.5338579353944781,0.09091127162278606,Ammodytidae
year_f2005,-0.37154058817320307,0.19613376424815882,-0.7559557022518639,0.01287452590545779,Ammodytidae
year_f2006,-0.10554339235203555,0.16825950788209815,-0.4353259678573812,0.22423918315331007,Ammodytidae
year_f2007,-0.06858544706049428,0.17761966388458075,-0.41671359122038226,0.27954269709939367,Ammodytidae
year_f2008,-0.08946445993401217,0.1592994370124447,-0.4016856192359106,0.22275669936788625,Ammodytidae
year_f2009,0.012645600329211385,0.17363310553615321,-0.3276690330454911,0.35296023370391383,Ammodytidae
year_f2010,-0.37016428509148785,0.18757345184086366,-0.7378014951554388,-0.0025270750275368514,Ammodytidae
year_f2012,-0.26636292257963873,0.19418876537309127,-0.6469659089131963,0.11424006375391882,Ammodytidae
year_f2013,-0.16085197867926598,0.17062412199982954,-0.49526911269270013,0.17356515533416816,Ammodytidae
year_f2014,-0.13688256215869146,0.18398806686275587,-0.49749254679484023,0.22372742247745733,Ammodytidae
year_f2015,-0.10642946533830731,0.17083380410266086,-0.44125756872149346,0.2283986380448788,Ammodytidae
year_f2016,-0.11920227352832108,0.17050282845729428,-0.4533816765668288,0.21497712951018666,Ammodytidae
year_f2017,-0.20484953215094134,0.16655579279293448,-0.5312928874416087,0.12159382313972608,Ammodytidae
year_f2018,-0.21229619888725426,0.17348268108842885,-0.5523160057620227,0.12772360798751414,Ammodytidae
year_f2019,-0.1584066183396458,0.16254308755386815,-0.47698521588116805,0.16017197920187642,Ammodytidae
year_f2020,-0.19176507698760342,0.15866637407396458,-0.5027454557301336,0.11921530175492684,Ammodytidae
year_f2021,-0.7030275681881885,0.16533976309758508,-1.0270875490718399,-0.3789675873045371,Ammodytidae
year_f2022,-0.2756626581129997,0.16333886353013624,-0.5958009479077696,0.044475631681770156,Ammodytidae
year_f2023,-0.4533325672849525,0.15976034883879228,-0.7664570971665408,-0.1402080374033643,Ammodytidae
year_f2024,-0.19934471223850977,0.16400304993318074,-0.5207847834622681,0.12209535898524851,Ammodytidae
yday_ct,-0.005240566703859771,0.0030313768789010597,-0.011181956210073283,7.00822802353741e-4,Ammodytidae
(Intercept),2.721947635997466,0.0739584426905786,2.576991751971262,2.8669035200236697,Chirolophis ascanii
temp_sc,-0.04825813254887264,0.03289326740443305,-0.11272775199540672,0.016211486897661442,Chirolophis ascanii
chl_sc,0.04264319904048092,0.026026883493975833,-0.00836855523753171,0.09365495331849355,Chirolophis ascanii
year_f1994,-0.06480629708425419,0.08458923578911566,-0.2305981527106874,0.10098555854217904,Chirolophis ascanii
year_f1995,0.1540308495066244,0.09118680395149076,-0.024692002103612137,0.332753701116861,Chirolophis ascanii
year_f1996,-0.19027952473043855,0.09173556061540802,-0.3700779196382293,-0.010481129822647817,Chirolophis ascanii
year_f1997,-0.11686696549433817,0.11414292171268216,-0.3405829811413701,0.10684905015269375,Chirolophis ascanii
year_f1998,0.09877901551508018,0.08585628893636314,-0.06949621864645623,0.2670542496766166,Chirolophis ascanii
year_f1999,0.015579924459837066,0.08013472426363853,-0.1414812490079424,0.17264109792761656,Chirolophis ascanii
year_f2001,0.1462032984027251,0.10208070861955522,-0.05387121400793052,0.3462778108133807,Chirolophis ascanii
year_f2002,-0.18083843451630524,0.09530275048646292,-0.3676283930973796,0.005951524064769148,Chirolophis ascanii
year_f2003,-0.01711600530944539,0.09267973735899863,-0.198764952629714,0.16453294201082325,Chirolophis ascanii
year_f2004,0.058347008245591345,0.08831208663960058,-0.11474150096760664,0.23143551745878932,Chirolophis ascanii
year_f2005,0.07286081637866103,0.1001349234328522,-0.12340002714440516,0.2691216599017272,Chirolophis ascanii
year_f2006,0.0871895543328928,0.08283208026497131,-0.0751583397509819,0.2495374484167675,Chirolophis ascanii
year_f2007,-0.09981490290684027,0.09591007487477543,-0.28779519541594,0.08816538960225946,Chirolophis ascanii
year_f2008,-0.022861143538900328,0.10680442878291374,-0.23219397734278435,0.18647169026498367,Chirolophis ascanii
year_f2009,-0.006442502058993992,0.0806880055779421,-0.16458808697612748,0.1517030828581395,Chirolophis ascanii
year_f2010,0.02134557713421134,0.09037224394562159,-0.15578076620127487,0.19847192046969755,Chirolophis ascanii
year_f2012,-0.04299531706510517,0.10748874899428057,-0.253669393837161,0.16767875970695065,Chirolophis ascanii
year_f2013,0.11566179260833466,0.0950899983813446,-0.07071117950907276,0.3020347647257421,Chirolophis ascanii
year_f2014,-0.1384454747866876,0.11726192829574587,-0.36827463100406777,0.09138368143069256,Chirolophis ascanii
year_f2015,-0.09922284068741094,0.0887166962724187,-0.2731043702087304,0.07465868883390853,Chirolophis ascanii
year_f2016,-0.060722710435705096,0.1078545877246898,-0.27211381794351286,0.15066839707210267,Chirolophis ascanii
year_f2017,-0.17930967110935694,0.0965831221460752,-0.36860911203009716,0.009989769811383303,Chirolophis ascanii
year_f2018,-0.010927549466963282,0.0959745618550445,-0.19903423413486213,0.17717913520093556,Chirolophis ascanii
year_f2019,-0.17916172213132717,0.08217128065166761,-0.34021447277212863,-0.018108971490525705,Chirolophis ascanii
year_f2020,-0.10002402195985738,0.0966806217720595,-0.2895145586360329,0.0894665147163182,Chirolophis ascanii
year_f2021,-0.07117111488284734,0.09055133630284745,-0.24864847278840263,0.10630624302270796,Chirolophis ascanii
year_f2022,-0.18032213531109761,0.08932474878541913,-0.355395425858607,-0.005248844763588223,Chirolophis ascanii
year_f2023,-0.13223176587161803,0.09067765628791448,-0.3099567063984323,0.04549317465519628,Chirolophis ascanii
year_f2024,-0.2656058542001927,0.1018048424881198,-0.4651396789286806,-0.0660720294717049,Chirolophis ascanii
yday_ct,0.004010637199394194,0.0028931062880701514,-0.0016597469286696639,0.009681021327458052,Chirolophis ascanii
(Intercept),3.235362010629701,0.09624784227502342,3.0467197061809634,3.4240043150784385,Microstomus kitt
temp_sc,-0.05271430938135745,0.027951654988446716,-0.10749854646700235,0.00206992770428744,Microstomus kitt
chl_sc,0.07381099723511675,0.028116410286358095,0.01870384569930339,0.1289181487709301,Microstomus kitt
year_f1994,0.09061097862177021,0.10251739910742069,-0.110319431417493,0.2915413886610334,Microstomus kitt
year_f1995,-0.10859114336097064,0.09090665903809167,-0.2867649210304929,0.06958263430855158,Microstomus kitt
year_f1998,0.06345785647511792,0.11420462277852506,-0.16037909103877382,0.28729480398900964,Microstomus kitt
year_f1999,-0.0631319887054144,0.10255392367224263,-0.26413398557627954,0.13787000816545078,Microstomus kitt
year_f2000,0.15045217418770931,0.12184506800010896,-0.08835977078633803,0.38926411916175663,Microstomus kitt
year_f2001,0.06794505865809067,0.12489336300334816,-0.17684143473655892,0.3127315520527403,Microstomus kitt
year_f2002,0.1922141259402144,0.11143407001291213,-0.026192637935808172,0.41062088981623696,Microstomus kitt
year_f2003,0.12487809119124092,0.11789385330305717,-0.10618961528139957,0.3559457976638814,Microstomus kitt
year_f2006,0.2565833479838868,0.11127940309921842,0.03847972568830388,0.47468697027946977,Microstomus kitt
year_f2008,0.13454791779419692,0.11445078585730983,-0.08977150048843649,0.3588673360768303,Microstomus kitt
year_f2009,0.021152217471185224,0.12312733248725466,-0.2201729197163224,0.2624773546586929,Microstomus kitt
year_f2012,-0.2236166490746858,0.14027154872840822,-0.4985438326380211,0.05131053448864947,Microstomus kitt
year_f2014,-0.1263859187383644,0.148175297090373,-0.4168041644340181,0.16403232695728925,Microstomus kitt
year_f2015,-0.1731890569928051,0.11944050986456468,-0.4072881546224529,0.06091004063684269,Microstomus kitt
year_f2016,0.15284985832204653,0.13092644371260412,-0.10376125597856808,0.4094609726226611,Microstomus kitt
year_f2017,-0.08616381296175424,0.11509293224865848,-0.3117418150442334,0.13941418912072487,Microstomus kitt
year_f2018,-0.252983482438996,0.12349070779112734,-0.49502082213496534,-0.010946142743026605,Microstomus kitt
year_f2019,-0.2885094835223434,0.10806098224317763,-0.5003051168529938,-0.076713850191693,Microstomus kitt
year_f2020,-0.26653246088122023,0.11919133455886177,-0.5001431838858535,-0.03292173787658692,Microstomus kitt
year_f2021,-0.5461065609904412,0.10804565581955274,-0.757872155082775,-0.3343409668981074,Microstomus kitt
year_f2022,-0.0884887773399567,0.11968493128575078,-0.3230669321521793,0.1460893774722659,Microstomus kitt
year_f2023,-0.32513187939764165,0.11613003614404702,-0.5527425677633084,-0.09752119103197482,Microstomus kitt
yday_ct,0.0027780542256856736,0.0031157384456823715,-0.0033286809130985808,0.008884789364469927,Microstomus kitt
(Intercept),4.259910980950735,0.08712554447385776,4.0891480516485315,4.430673910252939,Syngnathus rostellatus
temp_sc,-0.019971543888769726,0.021901088616197262,-0.06289688879873652,0.022953801021197068,Syngnathus rostellatus
chl_sc,-0.047836619822845525,0.022183980356085858,-0.09131642235451784,-0.0043568172911732095,Syngnathus rostellatus
year_f1998,-0.04301175298370496,0.10439593254550691,-0.24762402090537136,0.16160051493796143,Syngnathus rostellatus
year_f1999,-0.012929449482938105,0.1002473875536088,-0.2094107186322402,0.18355181966636397,Syngnathus rostellatus
year_f2000,-0.14412197521689285,0.10788006637381123,-0.35556301995935335,0.06731906952556765,Syngnathus rostellatus
year_f2001,-0.04879998711732178,0.10929507933584923,-0.2630144063030341,0.16541443206839054,Syngnathus rostellatus
