haul_id,species,length_mm,number,year,day,month,lat,lon,temp_obs,period,yday,X,Y,life_stage,temp,chl,depth
1993_02_09_3,Clupea harengus,30,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,30,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,30,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,30,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,30,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,31,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,31,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,32,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,33,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,33,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,33,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,33,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,34,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,34,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_3,Clupea harengus,37,NA,1993,9,2,56.21,12.076666666666666,3.04,old,40,690.808229791487,6233.711716181374,larvae,3.467352728817358,1.3546727721501253,26.81195640563965
1993_02_09_4,Anguilla anguilla,79,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,26,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,30,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,31,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,31,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,31,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,31,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,31,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,32,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,32,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,32,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,33,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,33,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Clupea harengus,33,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,12,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,13,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,13,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,14,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,14,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,14,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,14,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,14,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,15,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,15,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,15,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,15,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,15,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,16,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,16,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,16,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,16,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,17,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,17,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,18,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,19,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,20,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,22,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,24,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_4,Pholis gunnellus,24,NA,1993,9,2,56.25833333333333,11.658333333333333,3.36,old,40,664.664205128632,6238.009386157704,larvae,3.5379492094903897,1.3935762101654467,25.078298568725586
1993_02_09_5,Anguilla anguilla,74,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Chirolophis ascanii,18,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Chirolophis ascanii,26,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,29,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,30,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,30,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,32,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,32,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,32,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,32,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,33,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,33,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_09_5,Clupea harengus,35,NA,1993,9,2,56.45,11.58,3.36,old,40,659.0133791649423,6259.149726347869,larvae,3.562563671327958,1.3867063762741385,23.746137619018555
1993_02_10_6,Ammodytidae,38,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,mixed,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Anguilla anguilla,69,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Chirolophis ascanii,12,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Chirolophis ascanii,15,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Chirolophis ascanii,15,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Chirolophis ascanii,19,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,25,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,25,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,26,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,28,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,29,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,29,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,29,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,30,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,30,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,31,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,31,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,33,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,35,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,35,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Clupea harengus,35,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,larvae,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Crystallogobius linearis,25,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,mixed,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Pomatoschistus sp,34,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,mixed,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Pomatoschistus sp,36,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,mixed,3.4968094433468244,1.361058397774399,29.52486228942871
1993_02_10_6,Pomatoschistus sp,41,NA,1993,10,2,56.468,12.063333333333333,3.09,old,41,688.7032129850172,6262.375331552515,mixed,3.4968094433468244,1.361058397774399,29.52486228942871
